driver_1,driver_2,constructorId,year,driver_1_points,driver_2_points
513,630,113,1953,0,0
513,653,113,1953,0,0
513,654,113,1953,0,0
513,655,113,1953,0,0
513,656,113,1953,0,6
513,657,113,1953,0,9
513,658,113,1953,0,2
513,659,113,1953,0,0
513,677,113,1953,0,0
513,699,113,1953,0,0
513,700,113,1953,0,0
513,701,113,1953,0,0
513,702,113,1953,0,0
513,797,113,1953,0,0
513,804,113,1953,0,0
518,520,113,1953,2,0
518,521,113,1953,2,0
518,555,113,1953,2,2
518,556,113,1953,2,0
518,593,113,1953,2,0
518,611,113,1953,2,2
518,612,113,1953,2,0
518,613,113,1953,2,0
518,615,113,1953,2,2
518,630,113,1953,2,0
518,653,113,1953,2,0
518,654,113,1953,2,0
518,655,113,1953,2,0
518,656,113,1953,2,6
518,657,113,1953,2,9
518,658,113,1953,2,2
518,659,113,1953,2,0
518,677,113,1953,2,0
518,699,113,1953,2,0
518,700,113,1953,2,0
518,701,113,1953,2,0
518,702,113,1953,2,0
518,797,113,1953,2,0
518,804,113,1953,2,0
520,521,113,1953,0,0
520,555,113,1953,0,2
520,556,113,1953,0,0
520,593,113,1953,0,0
520,611,113,1953,0,2
520,612,113,1953,0,0
520,613,113,1953,0,0
520,615,113,1953,0,2
520,630,113,1953,0,0
520,653,113,1953,0,0
520,654,113,1953,0,0
520,655,113,1953,0,0
520,656,113,1953,0,6
520,657,113,1953,0,9
520,658,113,1953,0,2
520,659,113,1953,0,0
520,677,113,1953,0,0
520,699,113,1953,0,0
520,700,113,1953,0,0
520,701,113,1953,0,0
520,702,113,1953,0,0
520,797,113,1953,0,0
520,804,113,1953,0,0
521,555,113,1953,0,2
521,556,113,1953,0,0
521,593,113,1953,0,0
521,611,113,1953,0,2
521,612,113,1953,0,0
521,613,113,1953,0,0
521,615,113,1953,0,2
521,630,113,1953,0,0
521,653,113,1953,0,0
521,654,113,1953,0,0
521,655,113,1953,0,0
521,656,113,1953,0,6
521,657,113,1953,0,9
521,658,113,1953,0,2
521,659,113,1953,0,0
521,677,113,1953,0,0
521,699,113,1953,0,0
521,700,113,1953,0,0
521,701,113,1953,0,0
521,702,113,1953,0,0
521,797,113,1953,0,0
521,804,113,1953,0,0
555,556,113,1953,2,0
555,593,113,1953,2,0
555,611,113,1953,2,2
555,612,113,1953,2,0
555,613,113,1953,2,0
555,615,113,1953,2,2
555,630,113,1953,2,0
555,653,113,1953,2,0
555,654,113,1953,2,0
555,655,113,1953,2,0
555,656,113,1953,2,6
555,657,113,1953,2,9
555,658,113,1953,2,2
555,659,113,1953,2,0
555,677,113,1953,2,0
555,699,113,1953,2,0
555,700,113,1953,2,0
555,701,113,1953,2,0
555,702,113,1953,2,0
555,797,113,1953,2,0
555,804,113,1953,2,0
556,593,113,1953,0,0
556,611,113,1953,0,2
556,612,113,1953,0,0
556,613,113,1953,0,0
556,615,113,1953,0,2
556,630,113,1953,0,0
556,653,113,1953,0,0
556,654,113,1953,0,0
556,655,113,1953,0,0
556,656,113,1953,0,6
556,657,113,1953,0,9
556,658,113,1953,0,2
556,659,113,1953,0,0
556,677,113,1953,0,0
556,699,113,1953,0,0
556,700,113,1953,0,0
556,701,113,1953,0,0
556,702,113,1953,0,0
556,797,113,1953,0,0
556,804,113,1953,0,0
593,611,113,1953,0,2
593,612,113,1953,0,0
593,613,113,1953,0,0
593,615,113,1953,0,2
593,630,113,1953,0,0
593,653,113,1953,0,0
593,654,113,1953,0,0
593,655,113,1953,0,0
593,656,113,1953,0,6
593,657,113,1953,0,9
593,658,113,1953,0,2
593,659,113,1953,0,0
593,677,113,1953,0,0
593,699,113,1953,0,0
593,700,113,1953,0,0
593,701,113,1953,0,0
593,702,113,1953,0,0
593,797,113,1953,0,0
593,804,113,1953,0,0
611,612,113,1953,2,0
611,613,113,1953,2,0
611,615,113,1953,2,2
611,630,113,1953,2,0
611,653,113,1953,2,0
611,654,113,1953,2,0
611,655,113,1953,2,0
611,656,113,1953,2,6
611,657,113,1953,2,9
611,658,113,1953,2,2
611,659,113,1953,2,0
611,677,113,1953,2,0
611,699,113,1953,2,0
611,700,113,1953,2,0
611,701,113,1953,2,0
611,702,113,1953,2,0
611,797,113,1953,2,0
611,804,113,1953,2,0
612,613,113,1953,0,0
612,615,113,1953,0,2
612,630,113,1953,0,0
612,653,113,1953,0,0
612,654,113,1953,0,0
612,655,113,1953,0,0
612,656,113,1953,0,6
612,657,113,1953,0,9
612,658,113,1953,0,2
612,659,113,1953,0,0
612,677,113,1953,0,0
612,699,113,1953,0,0
612,700,113,1953,0,0
612,701,113,1953,0,0
612,702,113,1953,0,0
612,797,113,1953,0,0
612,804,113,1953,0,0
613,615,113,1953,0,2
613,630,113,1953,0,0
613,653,113,1953,0,0
613,654,113,1953,0,0
613,655,113,1953,0,0
613,656,113,1953,0,6
613,657,113,1953,0,9
613,658,113,1953,0,2
613,659,113,1953,0,0
613,677,113,1953,0,0
613,699,113,1953,0,0
613,700,113,1953,0,0
613,701,113,1953,0,0
613,702,113,1953,0,0
613,797,113,1953,0,0
613,804,113,1953,0,0
615,630,113,1953,2,0
615,653,113,1953,2,0
615,654,113,1953,2,0
615,655,113,1953,2,0
615,656,113,1953,2,6
615,657,113,1953,2,9
615,658,113,1953,2,2
615,659,113,1953,2,0
615,677,113,1953,2,0
615,699,113,1953,2,0
615,700,113,1953,2,0
615,701,113,1953,2,0
615,702,113,1953,2,0
615,797,113,1953,2,0
615,804,113,1953,2,0
630,653,113,1953,0,0
630,654,113,1953,0,0
630,655,113,1953,0,0
630,656,113,1953,0,6
630,657,113,1953,0,9
630,658,113,1953,0,2
630,659,113,1953,0,0
630,677,113,1953,0,0
630,699,113,1953,0,0
630,700,113,1953,0,0
630,701,113,1953,0,0
630,702,113,1953,0,0
630,797,113,1953,0,0
630,804,113,1953,0,0
653,654,113,1953,0,0
653,655,113,1953,0,0
653,656,113,1953,0,6
653,657,113,1953,0,9
653,658,113,1953,0,2
653,659,113,1953,0,0
653,677,113,1953,0,0
653,699,113,1953,0,0
653,700,113,1953,0,0
653,701,113,1953,0,0
653,702,113,1953,0,0
653,797,113,1953,0,0
653,804,113,1953,0,0
654,655,113,1953,0,0
654,656,113,1953,0,6
654,657,113,1953,0,9
654,658,113,1953,0,2
654,659,113,1953,0,0
654,677,113,1953,0,0
654,699,113,1953,0,0
654,700,113,1953,0,0
654,701,113,1953,0,0
654,702,113,1953,0,0
654,797,113,1953,0,0
654,804,113,1953,0,0
655,656,113,1953,0,6
655,657,113,1953,0,9
655,658,113,1953,0,2
655,659,113,1953,0,0
655,677,113,1953,0,0
655,699,113,1953,0,0
655,700,113,1953,0,0
655,701,113,1953,0,0
655,702,113,1953,0,0
655,797,113,1953,0,0
655,804,113,1953,0,0
656,657,113,1953,6,9
656,658,113,1953,6,2
656,659,113,1953,6,0
656,677,113,1953,6,0
656,699,113,1953,6,0
656,700,113,1953,6,0
656,701,113,1953,6,0
656,702,113,1953,6,0
656,797,113,1953,6,0
656,804,113,1953,6,0
657,658,113,1953,9,2
657,659,113,1953,9,0
657,677,113,1953,9,0
657,699,113,1953,9,0
657,700,113,1953,9,0
657,701,113,1953,9,0
657,702,113,1953,9,0
657,797,113,1953,9,0
657,804,113,1953,9,0
658,659,113,1953,2,0
658,677,113,1953,2,0
658,699,113,1953,2,0
658,700,113,1953,2,0
658,701,113,1953,2,0
658,702,113,1953,2,0
658,797,113,1953,2,0
658,804,113,1953,2,0
659,677,113,1953,0,0
659,699,113,1953,0,0
659,700,113,1953,0,0
659,701,113,1953,0,0
659,702,113,1953,0,0
659,797,113,1953,0,0
659,804,113,1953,0,0
677,699,113,1953,0,0
677,700,113,1953,0,0
677,701,113,1953,0,0
677,702,113,1953,0,0
677,797,113,1953,0,0
677,804,113,1953,0,0
699,700,113,1953,0,0
699,701,113,1953,0,0
699,702,113,1953,0,0
699,797,113,1953,0,0
699,804,113,1953,0,0
700,701,113,1953,0,0
700,702,113,1953,0,0
700,797,113,1953,0,0
700,804,113,1953,0,0
701,702,113,1953,0,0
701,797,113,1953,0,0
701,804,113,1953,0,0
702,797,113,1953,0,0
702,804,113,1953,0,0
797,804,113,1953,0,0
509,518,113,1954,0,2
509,519,113,1954,0,0
509,520,113,1954,0,0
509,526,113,1954,0,2
509,529,113,1954,0,0
509,555,113,1954,0,0
509,556,113,1954,0,0
509,559,113,1954,0,0
509,593,113,1954,0,0
509,597,113,1954,0,0
509,611,113,1954,0,0
509,612,113,1954,0,0
509,613,113,1954,0,0
509,615,113,1954,0,0
509,628,113,1954,0,0
509,653,113,1954,0,0
509,656,113,1954,0,0
509,657,113,1954,0,8
509,658,113,1954,0,5
509,659,113,1954,0,0
509,673,113,1954,0,2
509,674,113,1954,0,0
509,676,113,1954,0,0
509,679,113,1954,0,0
509,730,113,1954,0,0
509,799,113,1954,0,0
518,519,113,1954,2,0
518,520,113,1954,2,0
518,526,113,1954,2,2
518,529,113,1954,2,0
518,555,113,1954,2,0
518,556,113,1954,2,0
518,559,113,1954,2,0
518,593,113,1954,2,0
518,597,113,1954,2,0
518,611,113,1954,2,0
518,612,113,1954,2,0
518,613,113,1954,2,0
518,615,113,1954,2,0
518,628,113,1954,2,0
518,653,113,1954,2,0
518,656,113,1954,2,0
518,657,113,1954,2,8
518,658,113,1954,2,5
518,659,113,1954,2,0
518,673,113,1954,2,2
518,674,113,1954,2,0
518,676,113,1954,2,0
518,679,113,1954,2,0
518,730,113,1954,2,0
518,799,113,1954,2,0
519,520,113,1954,0,0
519,526,113,1954,0,2
519,529,113,1954,0,0
519,555,113,1954,0,0
519,556,113,1954,0,0
519,559,113,1954,0,0
519,593,113,1954,0,0
519,597,113,1954,0,0
519,611,113,1954,0,0
519,612,113,1954,0,0
519,613,113,1954,0,0
519,615,113,1954,0,0
519,628,113,1954,0,0
519,653,113,1954,0,0
519,656,113,1954,0,0
519,657,113,1954,0,8
519,658,113,1954,0,5
519,659,113,1954,0,0
519,673,113,1954,0,2
519,674,113,1954,0,0
519,676,113,1954,0,0
519,679,113,1954,0,0
519,730,113,1954,0,0
519,799,113,1954,0,0
520,526,113,1954,0,2
520,529,113,1954,0,0
520,555,113,1954,0,0
520,556,113,1954,0,0
520,559,113,1954,0,0
520,593,113,1954,0,0
520,597,113,1954,0,0
520,611,113,1954,0,0
520,612,113,1954,0,0
520,613,113,1954,0,0
520,615,113,1954,0,0
520,628,113,1954,0,0
520,653,113,1954,0,0
520,656,113,1954,0,0
520,657,113,1954,0,8
520,658,113,1954,0,5
520,659,113,1954,0,0
520,673,113,1954,0,2
520,674,113,1954,0,0
520,676,113,1954,0,0
520,679,113,1954,0,0
520,730,113,1954,0,0
520,799,113,1954,0,0
526,529,113,1954,2,0
526,555,113,1954,2,0
526,556,113,1954,2,0
526,559,113,1954,2,0
526,593,113,1954,2,0
526,597,113,1954,2,0
526,611,113,1954,2,0
526,612,113,1954,2,0
526,613,113,1954,2,0
526,615,113,1954,2,0
526,628,113,1954,2,0
526,653,113,1954,2,0
526,656,113,1954,2,0
526,657,113,1954,2,8
526,658,113,1954,2,5
526,659,113,1954,2,0
526,673,113,1954,2,2
526,674,113,1954,2,0
526,676,113,1954,2,0
526,679,113,1954,2,0
526,730,113,1954,2,0
526,799,113,1954,2,0
529,555,113,1954,0,0
529,556,113,1954,0,0
529,559,113,1954,0,0
529,593,113,1954,0,0
529,597,113,1954,0,0
529,611,113,1954,0,0
529,612,113,1954,0,0
529,613,113,1954,0,0
529,615,113,1954,0,0
529,628,113,1954,0,0
529,653,113,1954,0,0
529,656,113,1954,0,0
529,657,113,1954,0,8
529,658,113,1954,0,5
529,659,113,1954,0,0
529,673,113,1954,0,2
529,674,113,1954,0,0
529,676,113,1954,0,0
529,679,113,1954,0,0
529,730,113,1954,0,0
529,799,113,1954,0,0
555,556,113,1954,0,0
555,559,113,1954,0,0
555,593,113,1954,0,0
555,597,113,1954,0,0
555,611,113,1954,0,0
555,612,113,1954,0,0
555,613,113,1954,0,0
555,615,113,1954,0,0
555,628,113,1954,0,0
555,653,113,1954,0,0
555,656,113,1954,0,0
555,657,113,1954,0,8
555,658,113,1954,0,5
555,659,113,1954,0,0
555,673,113,1954,0,2
555,674,113,1954,0,0
555,676,113,1954,0,0
555,679,113,1954,0,0
555,730,113,1954,0,0
555,799,113,1954,0,0
556,559,113,1954,0,0
556,593,113,1954,0,0
556,597,113,1954,0,0
556,611,113,1954,0,0
556,612,113,1954,0,0
556,613,113,1954,0,0
556,615,113,1954,0,0
556,628,113,1954,0,0
556,653,113,1954,0,0
556,656,113,1954,0,0
556,657,113,1954,0,8
556,658,113,1954,0,5
556,659,113,1954,0,0
556,673,113,1954,0,2
556,674,113,1954,0,0
556,676,113,1954,0,0
556,679,113,1954,0,0
556,730,113,1954,0,0
556,799,113,1954,0,0
559,593,113,1954,0,0
559,597,113,1954,0,0
559,611,113,1954,0,0
559,612,113,1954,0,0
559,613,113,1954,0,0
559,615,113,1954,0,0
559,628,113,1954,0,0
559,653,113,1954,0,0
559,656,113,1954,0,0
559,657,113,1954,0,8
559,658,113,1954,0,5
559,659,113,1954,0,0
559,673,113,1954,0,2
559,674,113,1954,0,0
559,676,113,1954,0,0
559,679,113,1954,0,0
559,730,113,1954,0,0
559,799,113,1954,0,0
593,597,113,1954,0,0
593,611,113,1954,0,0
593,612,113,1954,0,0
593,613,113,1954,0,0
593,615,113,1954,0,0
593,628,113,1954,0,0
593,653,113,1954,0,0
593,656,113,1954,0,0
593,657,113,1954,0,8
593,658,113,1954,0,5
593,659,113,1954,0,0
593,673,113,1954,0,2
593,674,113,1954,0,0
593,676,113,1954,0,0
593,679,113,1954,0,0
593,730,113,1954,0,0
593,799,113,1954,0,0
597,611,113,1954,0,0
597,612,113,1954,0,0
597,613,113,1954,0,0
597,615,113,1954,0,0
597,628,113,1954,0,0
597,653,113,1954,0,0
597,656,113,1954,0,0
597,657,113,1954,0,8
597,658,113,1954,0,5
597,659,113,1954,0,0
597,673,113,1954,0,2
597,674,113,1954,0,0
597,676,113,1954,0,0
597,679,113,1954,0,0
597,730,113,1954,0,0
597,799,113,1954,0,0
611,612,113,1954,0,0
611,613,113,1954,0,0
611,615,113,1954,0,0
611,628,113,1954,0,0
611,653,113,1954,0,0
611,656,113,1954,0,0
611,657,113,1954,0,8
611,658,113,1954,0,5
611,659,113,1954,0,0
611,673,113,1954,0,2
611,674,113,1954,0,0
611,676,113,1954,0,0
611,679,113,1954,0,0
611,730,113,1954,0,0
611,799,113,1954,0,0
612,613,113,1954,0,0
612,615,113,1954,0,0
612,628,113,1954,0,0
612,653,113,1954,0,0
612,656,113,1954,0,0
612,657,113,1954,0,8
612,658,113,1954,0,5
612,659,113,1954,0,0
612,673,113,1954,0,2
612,674,113,1954,0,0
612,676,113,1954,0,0
612,679,113,1954,0,0
612,730,113,1954,0,0
612,799,113,1954,0,0
613,615,113,1954,0,0
613,628,113,1954,0,0
613,653,113,1954,0,0
613,656,113,1954,0,0
613,657,113,1954,0,8
613,658,113,1954,0,5
613,659,113,1954,0,0
613,673,113,1954,0,2
613,674,113,1954,0,0
613,676,113,1954,0,0
613,679,113,1954,0,0
613,730,113,1954,0,0
613,799,113,1954,0,0
615,628,113,1954,0,0
615,653,113,1954,0,0
615,656,113,1954,0,0
615,657,113,1954,0,8
615,658,113,1954,0,5
615,659,113,1954,0,0
615,673,113,1954,0,2
615,674,113,1954,0,0
615,676,113,1954,0,0
615,679,113,1954,0,0
615,730,113,1954,0,0
615,799,113,1954,0,0
628,653,113,1954,0,0
628,656,113,1954,0,0
628,657,113,1954,0,8
628,658,113,1954,0,5
628,659,113,1954,0,0
628,673,113,1954,0,2
628,674,113,1954,0,0
628,676,113,1954,0,0
628,679,113,1954,0,0
628,730,113,1954,0,0
628,799,113,1954,0,0
653,656,113,1954,0,0
653,657,113,1954,0,8
653,658,113,1954,0,5
653,659,113,1954,0,0
653,673,113,1954,0,2
653,674,113,1954,0,0
653,676,113,1954,0,0
653,679,113,1954,0,0
653,730,113,1954,0,0
653,799,113,1954,0,0
656,657,113,1954,0,8
656,658,113,1954,0,5
656,659,113,1954,0,0
656,673,113,1954,0,2
656,674,113,1954,0,0
656,676,113,1954,0,0
656,679,113,1954,0,0
656,730,113,1954,0,0
656,799,113,1954,0,0
657,658,113,1954,8,5
657,659,113,1954,8,0
657,673,113,1954,8,2
657,674,113,1954,8,0
657,676,113,1954,8,0
657,679,113,1954,8,0
657,730,113,1954,8,0
657,799,113,1954,8,0
658,659,113,1954,5,0
658,673,113,1954,5,2
658,674,113,1954,5,0
658,676,113,1954,5,0
658,679,113,1954,5,0
658,730,113,1954,5,0
658,799,113,1954,5,0
659,673,113,1954,0,2
659,674,113,1954,0,0
659,676,113,1954,0,0
659,679,113,1954,0,0
659,730,113,1954,0,0
659,799,113,1954,0,0
673,674,113,1954,2,0
673,676,113,1954,2,0
673,679,113,1954,2,0
673,730,113,1954,2,0
673,799,113,1954,2,0
674,676,113,1954,0,0
674,679,113,1954,0,0
674,730,113,1954,0,0
674,799,113,1954,0,0
676,679,113,1954,0,0
676,730,113,1954,0,0
676,799,113,1954,0,0
679,730,113,1954,0,0
679,799,113,1954,0,0
730,799,113,1954,0,0
519,529,113,1955,1,3
519,533,113,1955,1,0
519,538,113,1955,1,0
519,555,113,1955,1,3
519,556,113,1955,1,0
519,558,113,1955,1,0
519,559,113,1955,1,0
519,561,113,1955,1,0
519,563,113,1955,1,0
519,593,113,1955,1,0
519,596,113,1955,1,0
519,597,113,1955,1,0
519,611,113,1955,1,0
519,612,113,1955,1,0
519,615,113,1955,1,0
519,628,113,1955,1,8
519,653,113,1955,1,4
519,654,113,1955,1,1
519,655,113,1955,1,0
519,656,113,1955,1,0
519,657,113,1955,1,1
519,658,113,1955,1,0
529,533,113,1955,3,0
529,538,113,1955,3,0
529,555,113,1955,3,3
529,556,113,1955,3,0
529,558,113,1955,3,0
529,559,113,1955,3,0
529,561,113,1955,3,0
529,563,113,1955,3,0
529,593,113,1955,3,0
529,596,113,1955,3,0
529,597,113,1955,3,0
529,611,113,1955,3,0
529,612,113,1955,3,0
529,615,113,1955,3,0
529,628,113,1955,3,8
529,653,113,1955,3,4
529,654,113,1955,3,1
529,655,113,1955,3,0
529,656,113,1955,3,0
529,657,113,1955,3,1
529,658,113,1955,3,0
533,538,113,1955,0,0
533,555,113,1955,0,3
533,556,113,1955,0,0
533,558,113,1955,0,0
533,559,113,1955,0,0
533,561,113,1955,0,0
533,563,113,1955,0,0
533,593,113,1955,0,0
533,596,113,1955,0,0
533,597,113,1955,0,0
533,611,113,1955,0,0
533,612,113,1955,0,0
533,615,113,1955,0,0
533,628,113,1955,0,8
533,653,113,1955,0,4
533,654,113,1955,0,1
533,655,113,1955,0,0
533,656,113,1955,0,0
533,657,113,1955,0,1
533,658,113,1955,0,0
538,555,113,1955,0,3
538,556,113,1955,0,0
538,558,113,1955,0,0
538,559,113,1955,0,0
538,561,113,1955,0,0
538,563,113,1955,0,0
538,593,113,1955,0,0
538,596,113,1955,0,0
538,597,113,1955,0,0
538,611,113,1955,0,0
538,612,113,1955,0,0
538,615,113,1955,0,0
538,628,113,1955,0,8
538,653,113,1955,0,4
538,654,113,1955,0,1
538,655,113,1955,0,0
538,656,113,1955,0,0
538,657,113,1955,0,1
538,658,113,1955,0,0
555,556,113,1955,3,0
555,558,113,1955,3,0
555,559,113,1955,3,0
555,561,113,1955,3,0
555,563,113,1955,3,0
555,593,113,1955,3,0
555,596,113,1955,3,0
555,597,113,1955,3,0
555,611,113,1955,3,0
555,612,113,1955,3,0
555,615,113,1955,3,0
555,628,113,1955,3,8
555,653,113,1955,3,4
555,654,113,1955,3,1
555,655,113,1955,3,0
555,656,113,1955,3,0
555,657,113,1955,3,1
555,658,113,1955,3,0
556,558,113,1955,0,0
556,559,113,1955,0,0
556,561,113,1955,0,0
556,563,113,1955,0,0
556,593,113,1955,0,0
556,596,113,1955,0,0
556,597,113,1955,0,0
556,611,113,1955,0,0
556,612,113,1955,0,0
556,615,113,1955,0,0
556,628,113,1955,0,8
556,653,113,1955,0,4
556,654,113,1955,0,1
556,655,113,1955,0,0
556,656,113,1955,0,0
556,657,113,1955,0,1
556,658,113,1955,0,0
558,559,113,1955,0,0
558,561,113,1955,0,0
558,563,113,1955,0,0
558,593,113,1955,0,0
558,596,113,1955,0,0
558,597,113,1955,0,0
558,611,113,1955,0,0
558,612,113,1955,0,0
558,615,113,1955,0,0
558,628,113,1955,0,8
558,653,113,1955,0,4
558,654,113,1955,0,1
558,655,113,1955,0,0
558,656,113,1955,0,0
558,657,113,1955,0,1
558,658,113,1955,0,0
559,561,113,1955,0,0
559,563,113,1955,0,0
559,593,113,1955,0,0
559,596,113,1955,0,0
559,597,113,1955,0,0
559,611,113,1955,0,0
559,612,113,1955,0,0
559,615,113,1955,0,0
559,628,113,1955,0,8
559,653,113,1955,0,4
559,654,113,1955,0,1
559,655,113,1955,0,0
559,656,113,1955,0,0
559,657,113,1955,0,1
559,658,113,1955,0,0
561,563,113,1955,0,0
561,593,113,1955,0,0
561,596,113,1955,0,0
561,597,113,1955,0,0
561,611,113,1955,0,0
561,612,113,1955,0,0
561,615,113,1955,0,0
561,628,113,1955,0,8
561,653,113,1955,0,4
561,654,113,1955,0,1
561,655,113,1955,0,0
561,656,113,1955,0,0
561,657,113,1955,0,1
561,658,113,1955,0,0
563,593,113,1955,0,0
563,596,113,1955,0,0
563,597,113,1955,0,0
563,611,113,1955,0,0
563,612,113,1955,0,0
563,615,113,1955,0,0
563,628,113,1955,0,8
563,653,113,1955,0,4
563,654,113,1955,0,1
563,655,113,1955,0,0
563,656,113,1955,0,0
563,657,113,1955,0,1
563,658,113,1955,0,0
593,596,113,1955,0,0
593,597,113,1955,0,0
593,611,113,1955,0,0
593,612,113,1955,0,0
593,615,113,1955,0,0
593,628,113,1955,0,8
593,653,113,1955,0,4
593,654,113,1955,0,1
593,655,113,1955,0,0
593,656,113,1955,0,0
593,657,113,1955,0,1
593,658,113,1955,0,0
596,597,113,1955,0,0
596,611,113,1955,0,0
596,612,113,1955,0,0
596,615,113,1955,0,0
596,628,113,1955,0,8
596,653,113,1955,0,4
596,654,113,1955,0,1
596,655,113,1955,0,0
596,656,113,1955,0,0
596,657,113,1955,0,1
596,658,113,1955,0,0
597,611,113,1955,0,0
597,612,113,1955,0,0
597,615,113,1955,0,0
597,628,113,1955,0,8
597,653,113,1955,0,4
597,654,113,1955,0,1
597,655,113,1955,0,0
597,656,113,1955,0,0
597,657,113,1955,0,1
597,658,113,1955,0,0
611,612,113,1955,0,0
611,615,113,1955,0,0
611,628,113,1955,0,8
611,653,113,1955,0,4
611,654,113,1955,0,1
611,655,113,1955,0,0
611,656,113,1955,0,0
611,657,113,1955,0,1
611,658,113,1955,0,0
612,615,113,1955,0,0
612,628,113,1955,0,8
612,653,113,1955,0,4
612,654,113,1955,0,1
612,655,113,1955,0,0
612,656,113,1955,0,0
612,657,113,1955,0,1
612,658,113,1955,0,0
615,628,113,1955,0,8
615,653,113,1955,0,4
615,654,113,1955,0,1
615,655,113,1955,0,0
615,656,113,1955,0,0
615,657,113,1955,0,1
615,658,113,1955,0,0
628,653,113,1955,8,4
628,654,113,1955,8,1
628,655,113,1955,8,0
628,656,113,1955,8,0
628,657,113,1955,8,1
628,658,113,1955,8,0
653,654,113,1955,4,1
653,655,113,1955,4,0
653,656,113,1955,4,0
653,657,113,1955,4,1
653,658,113,1955,4,0
654,655,113,1955,1,0
654,656,113,1955,1,0
654,657,113,1955,1,1
654,658,113,1955,1,0
655,656,113,1955,0,0
655,657,113,1955,0,1
655,658,113,1955,0,0
656,657,113,1955,0,1
656,658,113,1955,0,0
657,658,113,1955,1,0
449,509,113,1956,0,0
449,514,113,1956,0,0
449,516,113,1956,0,0
449,526,113,1956,0,0
449,529,113,1956,0,0
449,532,113,1956,0,0
449,533,113,1956,0,0
449,537,113,1956,0,2
449,538,113,1956,0,0
449,555,113,1956,0,1
449,556,113,1956,0,0
449,558,113,1956,0,0
449,561,113,1956,0,0
449,562,113,1956,0,0
449,593,113,1956,0,3
449,594,113,1956,0,0
449,596,113,1956,0,0
449,597,113,1956,0,0
449,611,113,1956,0,6
449,612,113,1956,0,0
449,615,113,1956,0,0
449,630,113,1956,0,0
449,631,113,1956,0,0
509,514,113,1956,0,0
509,516,113,1956,0,0
509,526,113,1956,0,0
509,529,113,1956,0,0
509,532,113,1956,0,0
509,533,113,1956,0,0
509,537,113,1956,0,2
509,538,113,1956,0,0
509,555,113,1956,0,1
509,556,113,1956,0,0
509,558,113,1956,0,0
509,561,113,1956,0,0
509,562,113,1956,0,0
509,593,113,1956,0,3
509,594,113,1956,0,0
509,596,113,1956,0,0
509,597,113,1956,0,0
509,611,113,1956,0,6
509,612,113,1956,0,0
509,615,113,1956,0,0
509,630,113,1956,0,0
509,631,113,1956,0,0
514,516,113,1956,0,0
514,526,113,1956,0,0
514,529,113,1956,0,0
514,532,113,1956,0,0
514,533,113,1956,0,0
514,537,113,1956,0,2
514,538,113,1956,0,0
514,555,113,1956,0,1
514,556,113,1956,0,0
514,558,113,1956,0,0
514,561,113,1956,0,0
514,562,113,1956,0,0
514,593,113,1956,0,3
514,594,113,1956,0,0
514,596,113,1956,0,0
514,597,113,1956,0,0
514,611,113,1956,0,6
514,612,113,1956,0,0
514,615,113,1956,0,0
514,630,113,1956,0,0
514,631,113,1956,0,0
516,526,113,1956,0,0
516,529,113,1956,0,0
516,532,113,1956,0,0
516,533,113,1956,0,0
516,537,113,1956,0,2
516,538,113,1956,0,0
516,555,113,1956,0,1
516,556,113,1956,0,0
516,558,113,1956,0,0
516,561,113,1956,0,0
516,562,113,1956,0,0
516,593,113,1956,0,3
516,594,113,1956,0,0
516,596,113,1956,0,0
516,597,113,1956,0,0
516,611,113,1956,0,6
516,612,113,1956,0,0
516,615,113,1956,0,0
516,630,113,1956,0,0
516,631,113,1956,0,0
526,529,113,1956,0,0
526,532,113,1956,0,0
526,533,113,1956,0,0
526,537,113,1956,0,2
526,538,113,1956,0,0
526,555,113,1956,0,1
526,556,113,1956,0,0
526,558,113,1956,0,0
526,561,113,1956,0,0
526,562,113,1956,0,0
526,593,113,1956,0,3
526,594,113,1956,0,0
526,596,113,1956,0,0
526,597,113,1956,0,0
526,611,113,1956,0,6
526,612,113,1956,0,0
526,615,113,1956,0,0
526,630,113,1956,0,0
526,631,113,1956,0,0
529,532,113,1956,0,0
529,533,113,1956,0,0
529,537,113,1956,0,2
529,538,113,1956,0,0
529,555,113,1956,0,1
529,556,113,1956,0,0
529,558,113,1956,0,0
529,561,113,1956,0,0
529,562,113,1956,0,0
529,593,113,1956,0,3
529,594,113,1956,0,0
529,596,113,1956,0,0
529,597,113,1956,0,0
529,611,113,1956,0,6
529,612,113,1956,0,0
529,615,113,1956,0,0
529,630,113,1956,0,0
529,631,113,1956,0,0
532,533,113,1956,0,0
532,537,113,1956,0,2
532,538,113,1956,0,0
532,555,113,1956,0,1
532,556,113,1956,0,0
532,558,113,1956,0,0
532,561,113,1956,0,0
532,562,113,1956,0,0
532,593,113,1956,0,3
532,594,113,1956,0,0
532,596,113,1956,0,0
532,597,113,1956,0,0
532,611,113,1956,0,6
532,612,113,1956,0,0
532,615,113,1956,0,0
532,630,113,1956,0,0
532,631,113,1956,0,0
533,537,113,1956,0,2
533,538,113,1956,0,0
533,555,113,1956,0,1
533,556,113,1956,0,0
533,558,113,1956,0,0
533,561,113,1956,0,0
533,562,113,1956,0,0
533,593,113,1956,0,3
533,594,113,1956,0,0
533,596,113,1956,0,0
533,597,113,1956,0,0
533,611,113,1956,0,6
533,612,113,1956,0,0
533,615,113,1956,0,0
533,630,113,1956,0,0
